anio,nombre_institucion,monto
2025-12,"Banca Mifel, S.A.",402.97
2025-12,"Banco Actinver, S.A.",167.84
2025-12,"Banco Azteca, S.A.",960.18
2025-12,"Banco Bancrea, S.A.",180.95
2025-12,"Banco Banfeliz, S.A.",0.96
2025-12,"Banco Base, S.A.",131.53
2025-12,"Banco Bineo, S.A.",0.04
2025-12,"Banco Citi México, S.A.",1422.8
2025-12,"Banco Compartamos, S.A.",163.17
2025-12,"Banco Covalto, S.A.",31.22
2025-12,"Banco Credit Suisse (México), S.A.",0.0
2025-12,"Banco de Inversión Afirme, S.A.",2.54
2025-12,"Banco del Bajío, S.A.",1212.86
2025-12,"Banco Inbursa, S.A.",1760.17
2025-12,"Banco Inmobiliario Mexicano, S.A.",55.35
2025-12,"Banco Invex, S.A.",221.24
2025-12,"Banco J.P. Morgan, S.A.",325.17
2025-12,"Banco Keb Hana México, S.A.",14.51
2025-12,"Banco Mercantil del Norte, S.A.",5105.02
2025-12,"Banco Monex, S.A.",341.68
2025-12,"Banco Multiva, S.A.",404.45
2025-12,"Banco Nacional de México, S.A.",2970.15
2025-12,"Banco Pagatodo, S.A.",0.85
2025-12,"Banco Regional, S.A.",729.49
2025-12,"Banco S3 Caceis México, S.A.",10.65
2025-12,"Banco Sabadell, S.A.",479.59
2025-12,"Banco Santander México, S.A.",4793.4
2025-12,"Banco Shinhan de México, S.A.",19.11
2025-12,"Banco Ve Por Más, S.A.",267.63
2025-12,"Bancoppel, S.A.",566.84
2025-12,"Bank Of America México, S.A.",460.55
2025-12,"Bank Of China México, S.A.",15.09
2025-12,"Bankaool, S.A.",59.29
2025-12,"Bansí, S.A.",119.17
2025-12,"Barclays Bank México, S.A.",19.26
2025-12,"Bbva México, S.A.",8867.23
2025-12,"Bnp Paribas México, S.A.",0.66
2025-12,"Cibanco, S.A.",128.73
2025-12,"Consubanco, S.A.",120.28
2025-12,"Fundación Dondé Banco, S.A.",7.69
2025-12,"Hey Banco, S.A.",0.0
2025-12,"Hsbc México, S.A.",2551.92
2025-12,"Industrial And Commercial Bank Of China México, S.A.",42.21
2025-12,"Intercam Banco, S.A.",92.98
2025-12,"Kptl México Bank, S.A.",107.71
2025-12,"Mizuho Bank México, S.A.",36.24
2025-12,"Mufg Bank México, S.A.",115.79
2025-12,"Openbank México, S.A.",17.57
2025-12,"Revolut Bank, S.A.",0.01
2025-12,"Scotiabank Inverlat, S.A.",2376.17
2025-12,"Ualá, S.A.",22.02
2025-12,"Volkswagen Bank, S.A.",15.79
2026-12,"Banca Afirme, S.A.",27.57
2026-12,"Banca Mifel, S.A.",38.63
2026-12,"Banco Actinver, S.A.",14.71
2026-12,"Banco Azteca, S.A.",79.24
2026-12,"Banco Bancrea, S.A.",16.81
2026-12,"Banco Banfeliz, S.A.",0.1
2026-12,"Banco Base, S.A.",9.8
2026-12,"Banco Bineo, S.A.",0.01
2026-12,"Banco Citi México, S.A.",126.95
2026-12,"Banco Compartamos, S.A.",15.13
2026-12,"Banco Covalto, S.A.",2.86
2026-12,"Banco Credit Suisse (México), S.A.",0.0
2026-12,"Banco de Inversión Afirme, S.A.",0.18
2026-12,"Banco del Bajío, S.A.",104.84
2026-12,"Banco Inbursa, S.A.",154.22
2026-12,"Banco Inmobiliario Mexicano, S.A.",4.74
2026-12,"Banco Invex, S.A.",19.88
2026-12,"Banco J.P. Morgan, S.A.",28.07
2026-12,"Banco Keb Hana México, S.A.",0.86
2026-12,"Banco Mercantil del Norte, S.A.",444.07
2026-12,"Banco Monex, S.A.",33.95
2026-12,"Banco Multiva, S.A.",39.23
2026-12,"Banco Nacional de México, S.A.",260.59
2026-12,"Banco Pagatodo, S.A.",0.31
2026-12,"Banco Regional, S.A.",64.18
2026-12,"Banco S3 Caceis México, S.A.",0.72
2026-12,"Banco Sabadell, S.A.",41.61
2026-12,"Banco Santander México, S.A.",416.1
2026-12,"Banco Shinhan de México, S.A.",1.17
2026-12,"Banco Ve Por Más, S.A.",25.33
2026-12,"Bancoppel, S.A.",46.26
2026-12,"Bank Of America México, S.A.",33.59
2026-12,"Bank Of China México, S.A.",0.47
2026-12,"Bankaool, S.A.",4.8
2026-12,"Bansí, S.A.",9.2
2026-12,"Barclays Bank México, S.A.",2.18
2026-12,"Bbva México, S.A.",781.37
2026-12,"Bnp Paribas México, S.A.",0.0
2026-12,"Consubanco, S.A.",10.56
2026-12,"Fundación Dondé Banco, S.A.",0.8
2026-12,"Hey Banco, S.A.",0.0
2026-12,"Hsbc México, S.A.",211.68
2026-12,"Industrial And Commercial Bank Of China México, S.A.",4.02
2026-12,"Intercam Banco, S.A.",0.0
2026-12,"Kptl México Bank, S.A.",19.81
2026-12,"Mizuho Bank México, S.A.",3.03
2026-12,"Mufg Bank México, S.A.",10.43
2026-12,"Openbank México, S.A.",5.93
2026-12,"Revolut Bank, S.A.",0.02
2026-12,"Scotiabank Inverlat, S.A.",196.45
2026-12,"Ualá, S.A.",1.76
2026-12,"Volkswagen Bank, S.A.",1.5
